id,date,table_id,duration,red_goal,blue_goal,winner
5882,2025-09-12,7,780,8,9,BLUE
4174,2024-01-22,19,919,4,5,BLUE
1011,2023-07-03,21,780,6,0,RED
10746,2023-03-12,28,480,2,9,BLUE
22278,2023-08-16,17,766,1,9,BLUE
17869,2025-03-23,6,1080,5,1,RED
12030,2024-03-19,20,1112,6,6,TIE
736,2025-02-06,21,780,9,1,RED
17406,,22,492,2,1,RED
18035,2023-07-18,24,564,1,4,BLUE
13038,2025-10-06,27,491,6,0,RED
9907,2025-07-07,2,665,3,7,BLUE
5838,2023-11-25,26,967,5,6,BLUE
8931,2025-02-27,16,1065,0,3,BLUE
1952,2025-11-19,15,420,7,9,BLUE
20337,2023-05-18,21,900,9,8,RED
17666,2023-11-12,25,721,0,1,BLUE
12655,2025-10-31,11,337,7,1,RED
19881,2023-10-02,3,540,4,8,BLUE
8162,2023-11-04,28,684,9,9,TIE
21456,2023-11-04,23,1020,1,1,TIE
13539,2025-04-02,3,1068,4,7,BLUE
23751,2024-02-05,22,394,5,2,RED
9805,2025-01-12,24,359,5,2,RED
15174,2025-03-27,22,420,9,8,RED
25000,2025-11-15,23,736,3,0,RED
9662,2025-09-03,5,454,4,7,BLUE
3041,2023-12-02,14,858,1,2,BLUE
1343,2025-12-15,14,525,9,5,RED
14146,2024-09-30,14,568,6,2,RED
9345,2024-05-25,19,845,4,1,RED
20250,2024-03-31,15,1021,10,2,RED
623,2024-06-10,15,1148,5,7,BLUE
23602,2023-06-04,21,1144,9,5,RED
19675,2025-04-04,1,1056,1,9,BLUE
8890,2023-02-04,22,360,1,9,BLUE
13940,2024-06-22,28,700,4,10,BLUE
8475,2024-04-09,28,678,5,1,RED
21799,2025-01-22,14,780,0,7,BLUE
19156,2024-05-02,15,1028,1,10,BLUE
21557,2023-08-27,16,569,2,5,BLUE
17072,2025-05-21,4,358,2,10,BLUE
18277,2025-10-04,24,340,10,6,RED
10843,2024-07-30,5,720,3,10,BLUE
11263,2025-08-03,6,642,6,4,RED
427,2024-10-12,4,1080,8,5,RED
21724,2025-10-27,7,720,3,10,BLUE
14036,2023-02-10,25,720,9,2,RED
22517,2024-12-05,3,443,1,7,BLUE
20474,2024-08-26,23,1080,7,6,RED
3804,2023-09-28,24,780,1,6,BLUE
4488,2025-07-01,25,780,8,5,RED
5501,2024-01-28,7,789,9,0,RED
21157,2024-09-05,5,659,7,4,RED
13011,2023-10-17,10,1106,1,7,BLUE
10014,2024-02-27,8,480,1,7,BLUE
3163,2024-10-21,26,608,7,4,RED
14423,2025-11-22,8,1140,2,4,BLUE
16492,2024-10-09,11,1080,7,4,RED
14723,2025-01-03,4,1004,10,5,RED
17389,2023-07-14,1,1018,0,4,BLUE
18360,2024-02-01,11,1118,5,10,BLUE
21251,2025-08-06,1,660,1,0,RED
24590,2025-12-07,18,1166,5,2,RED
15288,2023-10-16,1,764,10,10,TIE
16494,2025-07-24,30,720,0,10,BLUE
1043,2023-05-16,12,483,3,7,BLUE
2351,2023-05-11,2,1140,2,6,BLUE
19316,2024-01-25,11,895,4,7,BLUE
10039,2023-12-26,5,348,7,6,RED
23251,2025-06-04,15,780,1,7,BLUE
23034,2025-10-04,20,579,8,0,RED
15281,2025-01-10,9,623,5,4,RED
7750,2023-03-02,26,694,9,10,BLUE
10088,2023-09-15,14,540,10,10,TIE
9692,2023-03-14,13,480,5,2,RED
15361,2025-10-12,22,1140,5,3,RED
5948,2023-02-21,27,918,8,4,RED
22358,2023-08-09,10,320,10,2,RED
14176,2025-04-28,17,1074,6,1,RED
1361,2025-01-15,23,484,9,10,BLUE
1197,2024-12-19,9,634,9,5,RED
11980,2023-10-17,30,780,3,3,TIE
4144,2024-07-02,19,540,8,8,TIE
16645,2025-06-23,30,693,9,2,RED
9002,2023-12-12,26,360,7,6,RED
2181,2024-03-10,30,404,8,3,RED
19368,2025-01-02,20,459,4,8,BLUE
12589,2024-12-24,24,420,9,10,BLUE
3660,2025-05-31,4,360,6,1,RED
23678,2025-02-04,23,1022,4,9,BLUE
17600,2025-04-03,26,715,10,6,RED
10679,2023-09-09,28,753,0,6,BLUE
20669,2024-12-20,9,300,6,1,RED
17560,2023-11-29,21,414,9,9,TIE
7499,2025-11-23,30,369,2,10,BLUE
23892,2025-12-28,16,840,9,3,RED
24411,2023-07-19,20,900,3,4,BLUE
7849,2024-01-08,22,730,0,8,BLUE
17552,2025-10-20,5,372,7,2,RED
15890,2023-12-30,30,300,7,4,RED
1674,2023-11-04,14,989,7,10,BLUE
22112,2025-09-15,3,789,4,1,RED
191,2024-12-23,28,309,8,6,RED
19449,2024-09-05,28,790,8,3,RED
19335,2025-04-05,11,703,5,10,BLUE
17452,2024-10-02,15,1029,10,4,RED
23715,2025-08-06,25,1128,4,2,RED
1072,2023-10-17,18,720,0,9,BLUE
24311,2024-10-24,2,1157,5,0,RED
7044,2024-02-05,21,540,1,0,RED
21488,2024-06-30,12,360,9,0,RED
16800,2024-08-02,7,1020,8,2,RED
18308,2023-10-29,9,1180,10,5,RED
10866,2024-08-14,14,693,4,10,BLUE
13328,2023-11-22,19,686,3,10,BLUE
9158,2023-02-22,2,706,2,8,BLUE
19411,2023-06-15,22,424,10,7,RED
6261,2023-07-02,13,935,8,8,TIE
20739,2023-02-21,4,665,5,9,BLUE
21335,2024-08-24,10,424,10,3,RED
8347,2024-02-18,29,636,4,9,BLUE
14968,2023-10-24,19,900,1,9,BLUE
8942,2025-06-25,13,1040,4,3,RED
16417,2024-10-17,19,1080,2,2,TIE
10264,2024-05-25,13,1014,6,4,RED
3229,2024-09-05,19,855,2,0,RED
20701,2024-06-28,3,828,9,6,RED
21702,2025-04-28,18,938,8,6,RED
9940,2023-06-15,9,1080,5,5,TIE
7636,2025-02-25,26,338,7,10,BLUE
16978,2023-10-09,24,331,8,7,RED
13438,2023-11-25,18,1058,3,5,BLUE
18105,2025-04-18,24,428,2,6,BLUE
17673,2025-07-27,21,853,1,1,TIE
16563,2023-09-19,7,328,2,0,RED
17562,2023-12-28,20,900,9,7,RED
11365,2023-05-30,7,310,10,7,RED
17488,2023-10-18,26,483,8,10,BLUE
14048,2024-10-11,1,480,9,0,RED
7520,2023-09-16,2,519,8,2,RED
8435,2023-12-26,30,1200,8,3,RED
8097,2025-03-24,17,602,7,9,BLUE
1736,2024-01-14,4,1028,10,4,RED
20311,2024-12-16,8,960,1,1,TIE
8495,2025-06-04,10,766,2,8,BLUE
22975,2023-11-19,20,540,2,4,BLUE
9420,2024-08-23,27,1140,8,3,RED
533,2023-02-02,4,926,8,10,BLUE
622,2025-08-06,28,378,7,1,RED
21681,2023-09-20,6,594,10,4,RED
4246,2024-06-15,2,344,1,2,BLUE
6032,2024-05-28,16,362,8,6,RED
17621,2023-06-02,5,960,4,2,RED
8626,2023-12-22,19,715,6,4,RED
20136,2025-01-01,28,444,0,10,BLUE
17024,2025-06-04,4,739,5,2,RED
4963,2023-12-26,12,925,9,2,RED
22010,2025-01-02,24,798,9,6,RED
331,2023-10-30,10,724,3,9,BLUE
24037,2024-01-13,6,999,6,4,RED
23671,2024-01-22,15,1090,1,4,BLUE
13492,2024-07-05,2,431,2,1,RED
15169,2025-09-10,28,388,6,9,BLUE
6464,2024-05-09,10,480,7,10,BLUE
5502,2025-05-01,19,360,8,3,RED
15338,2024-08-02,28,1050,5,3,RED
11537,2024-06-19,28,300,9,2,RED
6822,2023-08-14,3,420,4,8,BLUE
10332,2023-06-08,5,780,2,0,RED
15220,2023-09-02,19,1113,10,3,RED
20634,2023-01-29,23,942,1,6,BLUE
13755,2024-10-24,23,421,0,0,TIE
3734,2024-10-15,19,600,9,3,RED
9863,2023-02-02,12,426,6,8,BLUE
17012,2023-04-29,5,997,9,4,RED
18586,2023-08-05,3,480,0,9,BLUE
14960,2024-02-10,29,1070,6,10,BLUE
5499,2024-08-17,13,324,5,6,BLUE
9640,2025-08-14,12,660,6,3,RED
11625,2023-08-24,26,428,9,1,RED
17074,2023-04-30,8,600,10,1,RED
16612,2025-11-12,7,394,2,3,BLUE
15384,2024-10-30,20,399,5,9,BLUE
20075,2023-02-24,17,875,0,8,BLUE
12058,2023-01-29,22,900,2,6,BLUE
12516,2023-04-12,9,540,7,7,TIE
21269,2024-10-24,12,1054,1,6,BLUE
23433,2025-05-13,11,1140,7,10,BLUE
21087,2025-04-15,3,838,1,10,BLUE
1100,2025-04-12,8,352,1,1,TIE
7147,2023-03-07,9,900,4,5,BLUE
15420,2024-03-14,22,780,4,0,RED
20667,2025-06-03,22,1134,8,5,RED
10703,2024-02-16,16,900,10,0,RED
10808,2024-03-03,3,1105,7,4,RED
16407,2024-12-21,5,622,7,0,RED
188,2025-07-31,21,687,3,5,BLUE
12739,2023-08-17,16,816,7,1,RED
19463,2023-09-17,15,722,9,0,RED
4809,2024-06-06,21,1158,2,9,BLUE
9019,2024-03-26,27,975,1,1,TIE
11940,2025-10-25,7,386,5,7,BLUE
2470,2023-06-15,16,538,4,9,BLUE
24149,2025-08-12,5,963,2,10,BLUE
14526,2023-01-05,26,1080,3,7,BLUE
6166,2023-01-28,21,354,6,1,RED
2261,2024-09-11,16,655,0,10,BLUE
13522,2024-07-18,23,971,3,0,RED
20990,2024-12-26,16,480,4,9,BLUE
13171,2025-10-11,3,1041,4,1,RED
21841,2023-06-12,3,479,6,8,BLUE
15693,2024-06-23,1,420,1,9,BLUE
14331,2025-05-17,5,1172,4,7,BLUE
23580,2024-04-06,6,1111,1,1,TIE
8903,2025-05-21,16,600,7,4,RED
20561,2025-03-08,22,441,8,2,RED
22927,2025-06-20,26,545,3,3,TIE
12328,2025-09-12,9,468,7,5,RED
23848,2024-06-15,29,613,10,7,RED
23226,2024-12-26,24,896,4,1,RED
22578,2025-04-27,13,1138,2,6,BLUE
24161,2024-02-29,30,1200,1,9,BLUE
18457,2024-08-19,10,421,9,3,RED
9072,2025-11-16,23,1080,7,0,RED
11940,2025-10-25,7,386,5,7,BLUE
21738,2023-03-22,7,508,5,6,BLUE
24434,2023-11-01,11,960,10,7,RED
10258,2025-09-04,23,338,10,9,RED
2772,2025-07-17,6,1020,8,4,RED
20961,2024-12-31,1,855,8,0,RED
569,2023-02-11,8,360,6,6,TIE
10838,2025-07-14,17,985,6,6,TIE
10313,2024-07-30,2,877,8,7,RED
8773,2024-11-19,17,915,8,9,BLUE
13277,2025-04-19,14,1184,1,6,BLUE
24092,2023-12-06,26,1179,3,1,RED
11241,2024-07-08,24,927,7,5,RED
7416,2025-12-12,20,960,8,3,RED
11144,2025-08-18,6,1144,5,6,BLUE
13724,2025-06-10,5,934,2,8,BLUE
8804,2023-10-13,13,384,2,4,BLUE
2668,2023-03-12,2,1082,10,8,RED
1929,2025-10-20,3,1140,1,9,BLUE
18660,2024-04-21,22,1140,3,2,RED
11213,2023-03-16,21,778,4,10,BLUE
21183,2024-11-12,9,342,6,2,RED
19265,2023-03-10,15,1200,3,3,TIE
4690,2023-09-22,22,720,10,8,RED
2297,2025-11-15,1,600,8,3,RED
11020,2024-05-22,7,840,6,2,RED
10393,2023-09-01,17,1034,1,7,BLUE
1350,2025-01-10,26,1114,10,6,RED
13381,2023-01-17,6,1051,8,6,RED
7873,2023-06-28,29,780,0,10,BLUE
6060,2023-01-20,14,531,6,4,RED
5179,2024-07-07,20,455,3,6,BLUE
16597,2024-11-16,11,600,10,0,RED
18682,2024-09-04,30,936,7,10,BLUE
9364,2023-05-04,15,1030,1,4,BLUE
19366,2025-06-09,10,578,8,0,RED
2324,2024-01-02,28,720,9,5,RED
1792,2024-07-31,1,898,1,10,BLUE
1360,2023-03-12,14,780,7,6,RED
12979,2025-08-03,2,967,8,6,RED
19432,2023-02-09,19,420,8,9,BLUE
24237,2024-09-13,29,971,5,7,BLUE
18120,2025-11-18,11,381,2,9,BLUE
24892,2025-03-12,25,780,6,1,RED
23347,2024-08-01,30,394,6,1,RED
4129,2025-01-26,9,748,4,10,BLUE
20735,2024-06-28,6,372,3,5,BLUE
9117,2023-02-25,21,876,10,2,RED
17945,2024-05-30,19,780,5,9,BLUE
3795,2023-12-09,16,818,0,9,BLUE
20091,2025-03-28,13,995,8,2,RED
18255,2023-04-19,15,1080,1,2,BLUE
12300,2024-08-12,6,554,7,10,BLUE
13784,2023-09-21,15,774,0,1,BLUE
5781,2023-11-02,4,777,6,3,RED
276,2025-09-15,23,1080,6,6,TIE
22739,2023-01-07,13,447,10,7,RED
24221,2025-12-20,5,621,8,1,RED
6220,2024-09-08,10,652,2,9,BLUE
3687,2025-11-10,3,712,2,10,BLUE
24889,2024-08-01,10,540,4,6,BLUE
2384,2024-10-29,30,1080,3,5,BLUE
7982,2024-08-07,18,1042,2,6,BLUE
8470,2023-06-20,3,900,7,3,RED
19845,2023-01-25,29,610,9,9,TIE
14431,2025-11-24,10,900,3,6,BLUE
16194,2025-06-01,13,990,5,7,BLUE
11233,2023-10-01,24,639,6,0,RED
9045,2025-07-28,20,1175,7,10,BLUE
20793,2024-02-07,30,1137,5,8,BLUE
15791,2024-02-02,3,822,10,6,RED
11678,2023-10-01,19,1200,8,5,RED
20473,2025-04-13,27,452,4,10,BLUE
2305,2023-11-24,16,600,7,4,RED
14422,2023-10-23,8,300,3,0,RED
7512,2023-04-26,22,840,2,5,BLUE
10211,2025-08-29,22,1144,10,0,RED
13850,2025-08-29,29,1171,2,5,BLUE
1517,2024-10-31,9,780,9,7,RED
6597,2025-07-16,29,853,0,8,BLUE
7180,2025-04-07,3,900,1,0,RED
354,2024-07-18,6,1057,8,4,RED
1820,2023-07-14,15,906,7,6,RED
269,2025-02-16,16,913,6,8,BLUE
6789,2024-12-26,10,515,1,2,BLUE
7554,2025-10-04,18,818,2,6,BLUE
4179,2024-08-29,6,328,9,3,RED
12656,2024-03-31,7,539,1,1,TIE
22469,2023-08-10,18,605,3,1,RED
22775,2024-01-19,28,521,9,8,RED
22030,2023-10-17,17,1172,2,7,BLUE
10106,2023-02-07,4,900,0,8,BLUE
12992,2024-10-25,1,364,10,0,RED
24226,2024-02-08,22,1020,5,8,BLUE
6261,2023-07-02,13,935,8,8,TIE
10625,2024-11-15,29,515,7,5,RED
12429,2024-05-14,21,739,6,8,BLUE
23437,2025-06-05,9,1080,4,7,BLUE
14334,2024-02-19,1,447,6,1,RED
5980,2023-07-25,15,720,0,7,BLUE
1945,2024-01-17,7,900,4,0,RED
7280,2024-05-12,22,1080,1,10,BLUE
9787,2024-04-20,10,695,4,8,BLUE
6814,2025-03-09,9,900,3,5,BLUE
13278,2025-11-11,7,589,10,9,RED
12738,2023-04-16,14,840,4,2,RED
15068,2025-06-08,12,1186,4,5,BLUE
3714,2024-06-21,7,1080,0,8,BLUE
20813,2023-03-02,22,420,10,4,RED
24962,2025-07-10,5,565,10,2,RED
10921,2024-10-20,11,660,3,9,BLUE
22211,2023-04-29,21,966,4,10,BLUE
7577,2024-09-01,25,780,9,5,RED
16812,2025-02-12,16,1078,3,6,BLUE
2202,2024-09-14,10,533,1,10,BLUE
631,2024-11-06,6,1014,9,7,RED
426,2024-02-05,13,979,0,1,BLUE
1373,2025-03-02,25,890,10,9,RED
19724,2024-08-19,14,567,1,5,BLUE
7227,2023-07-05,4,468,8,3,RED
19371,2025-09-30,2,864,2,10,BLUE
12390,2025-02-17,26,546,5,7,BLUE
3865,2025-08-16,27,569,3,8,BLUE
24705,2024-01-05,17,1133,10,9,RED
21633,2024-01-12,28,480,7,1,RED
24207,2024-10-15,13,411,4,9,BLUE
6681,2024-03-16,16,1148,7,1,RED
22683,2023-08-09,21,875,9,7,RED
2685,2024-05-17,19,1059,2,2,TIE
13547,2025-03-20,12,369,7,0,RED
14019,2025-08-13,23,931,6,4,RED
13993,2024-11-30,6,600,2,2,TIE
7462,2025-03-31,26,1153,10,2,RED
10262,2023-01-18,21,1071,4,1,RED
15569,2025-10-01,4,600,7,8,BLUE
23984,2025-06-30,13,960,7,1,RED
12813,2025-05-05,29,781,5,8,BLUE
8414,2024-07-31,19,780,7,4,RED
599,2023-10-01,22,562,9,8,RED
20000,2025-02-03,17,1161,1,3,BLUE
23993,2025-06-15,8,977,4,4,TIE
19850,2025-06-26,27,1140,10,9,RED
17140,2024-05-15,23,378,0,6,BLUE
2063,2023-10-17,23,960,8,0,RED
23459,2024-11-21,9,604,6,0,RED
6889,2024-01-13,11,961,8,2,RED
23904,2023-03-16,18,1123,7,7,TIE
20606,2023-11-28,13,1176,6,8,BLUE
16615,2025-01-16,29,864,10,9,RED
21188,2024-05-05,5,420,0,4,BLUE
13808,2023-01-09,15,413,5,3,RED
655,2024-04-02,13,677,10,9,RED
6421,2023-03-28,25,1140,1,7,BLUE
22051,2023-06-23,29,777,7,2,RED
21421,2025-04-15,27,688,9,8,RED
20433,2024-08-21,5,733,9,9,TIE
13521,2024-02-25,30,703,0,6,BLUE
11822,2024-07-18,10,1037,10,10,TIE
17148,2025-04-11,23,840,6,9,BLUE
19338,2024-08-25,16,357,0,0,TIE
11955,2025-09-08,1,1055,8,4,RED
21226,2025-11-19,18,1195,3,0,RED
10517,2023-06-29,3,960,3,0,RED
5582,2024-10-25,2,691,6,10,BLUE
18966,2024-07-29,7,564,0,2,BLUE
4592,2023-11-21,9,1154,6,1,RED
12536,2024-08-30,30,720,3,6,BLUE
20382,2023-02-08,15,611,2,10,BLUE
5411,2024-05-18,29,857,1,0,RED
21966,2024-09-14,12,1141,7,3,RED
6388,2024-07-13,7,1080,9,5,RED
18560,2024-08-13,22,1119,8,1,RED
22031,2025-01-15,29,619,2,7,BLUE
20453,2025-03-03,12,780,6,3,RED
5623,2024-09-23,26,1113,9,8,RED
15634,2023-09-28,4,720,2,2,TIE
554,2023-12-14,15,488,2,5,BLUE
22249,2024-01-25,23,912,2,8,BLUE
15344,2023-05-20,27,1140,1,1,TIE
18836,2023-01-28,11,625,7,3,RED
8425,2024-10-09,29,364,10,7,RED
1569,2023-11-01,15,1140,3,5,BLUE
3672,2024-10-09,23,1020,1,7,BLUE
7470,2025-05-06,24,849,0,10,BLUE
3321,2025-11-13,27,360,9,6,RED
13002,2024-10-17,8,1168,9,8,RED
17393,2024-05-27,28,462,4,2,RED
1882,2025-12-20,20,900,3,10,BLUE
3858,2024-01-27,1,1028,1,0,RED
7125,2025-01-18,20,1084,7,10,BLUE
9134,2024-05-09,1,981,1,2,BLUE
20443,2024-07-07,16,973,5,10,BLUE
20931,2024-06-14,5,875,2,9,BLUE
15011,2023-10-28,20,937,0,1,BLUE
22796,2025-02-09,19,519,8,4,RED
24702,2025-01-09,29,419,7,5,RED
5026,2025-12-07,11,1105,8,7,RED
1806,2025-02-19,21,457,6,3,RED
14206,2025-10-19,5,440,9,9,TIE
7024,2023-08-15,18,1140,0,2,BLUE
8283,2025-11-17,28,600,4,9,BLUE
9631,2024-03-21,10,667,8,2,RED
23862,2023-04-26,12,1140,10,5,RED
18675,2024-10-27,28,647,3,2,RED
4937,2024-07-09,16,1080,8,9,BLUE
11582,2024-02-28,27,768,0,3,BLUE
2533,2023-08-26,27,419,3,1,RED
15831,2024-12-10,26,1200,1,1,TIE
15557,2024-06-09,29,1020,5,4,RED
835,2025-05-13,21,1143,2,2,TIE
19691,2024-10-04,8,589,8,0,RED
21669,2024-10-05,28,654,6,5,RED
17707,2023-01-09,2,626,2,10,BLUE
21801,2025-05-27,27,1200,9,4,RED
15379,2023-07-17,3,655,6,9,BLUE
8811,2025-08-27,1,300,6,3,RED
16115,2024-05-17,2,307,3,3,TIE
15215,2024-03-22,29,1058,4,10,BLUE
2167,2023-08-31,22,1140,9,5,RED
15189,2025-09-28,15,352,0,1,BLUE
22136,2024-05-18,14,749,0,9,BLUE
14012,2025-03-21,28,1040,7,10,BLUE
9441,2024-10-20,15,428,7,4,RED
5211,2024-12-11,5,1140,10,10,TIE
14278,2023-01-12,25,455,10,9,RED
202,2025-02-28,21,988,4,3,RED
4396,2023-12-20,16,934,3,2,RED
12385,2024-03-12,20,840,10,3,RED
2239,2023-04-23,18,960,10,6,RED
7447,2024-11-25,9,1080,8,9,BLUE
22744,2025-10-30,10,1059,9,6,RED
23915,2024-09-12,23,1087,6,4,RED
7843,2025-12-10,16,780,9,5,RED
23934,2024-03-31,4,960,0,7,BLUE
19916,2023-06-06,3,420,2,9,BLUE
11779,2024-01-03,20,748,0,4,BLUE
16941,2024-05-20,26,362,4,4,TIE
17706,2024-10-17,10,434,8,4,RED
7401,2025-09-11,2,411,8,7,RED
528,2025-02-02,29,776,0,4,BLUE
23007,,5,434,1,6,BLUE
14044,2024-03-11,7,952,9,2,RED
20803,2025-10-06,1,720,3,6,BLUE
20881,2023-06-20,20,875,3,0,RED
10057,2024-11-27,14,362,9,3,RED
9602,2024-02-29,11,577,4,6,BLUE
19890,2024-12-24,1,1020,3,8,BLUE
4725,2024-09-11,11,479,4,6,BLUE
14130,2025-07-11,27,756,6,7,BLUE
11468,2023-03-30,10,771,4,0,RED
16694,2023-06-02,13,799,3,7,BLUE
16914,2025-10-16,4,837,3,1,RED
22244,2024-11-15,5,539,10,4,RED
14691,,16,1149,10,4,RED
14712,2023-10-31,30,540,8,9,BLUE
10167,2023-05-09,8,454,0,8,BLUE
6749,2025-10-04,28,573,9,1,RED
2169,2025-04-01,30,849,5,9,BLUE
21246,2025-06-23,23,1090,4,4,TIE
8418,2024-07-01,12,630,10,5,RED
24831,2024-01-07,2,960,3,1,RED
6630,,30,416,6,9,BLUE
2313,2024-01-28,28,840,10,4,RED
9405,2025-05-25,6,488,4,10,BLUE
14812,2024-08-22,11,822,5,9,BLUE
13326,,19,805,3,4,BLUE
1782,2025-08-29,20,944,8,1,RED
18224,2025-04-27,17,609,3,9,BLUE
10388,2023-12-04,22,507,10,5,RED
20297,2023-09-24,6,602,10,5,RED
15478,2023-10-12,23,960,1,8,BLUE
24041,2025-12-24,30,480,7,10,BLUE
4760,2024-09-30,30,953,5,6,BLUE
23041,2024-03-20,25,780,7,3,RED
9264,2025-02-26,21,1195,2,4,BLUE
5578,2024-08-31,30,1020,3,8,BLUE
3608,2024-09-26,9,1186,4,3,RED
1901,2023-02-15,10,960,8,0,RED
13941,2025-04-22,25,926,10,6,RED
16422,2023-11-21,22,746,10,4,RED
14338,2025-07-20,29,397,9,7,RED
21841,2023-06-12,3,479,6,8,BLUE
6770,2025-08-06,22,799,4,8,BLUE
21899,2024-11-23,5,442,4,7,BLUE
4101,2025-11-01,9,420,10,0,RED
1391,2023-05-07,17,451,0,3,BLUE
24827,2024-01-24,30,331,0,9,BLUE
2876,2023-02-06,6,459,3,0,RED
1732,2024-11-09,12,810,1,7,BLUE
18900,2023-10-18,6,800,0,2,BLUE
8924,2023-10-05,20,1080,6,9,BLUE
9769,2023-10-25,21,960,10,2,RED
6232,2023-04-15,4,826,3,7,BLUE
22775,2024-01-19,28,521,9,8,RED
11549,2024-08-11,3,640,6,4,RED
10954,2023-12-06,23,835,2,5,BLUE
11373,2023-12-13,9,713,4,6,BLUE
21634,2025-12-21,16,809,4,10,BLUE
17452,2024-10-02,15,1029,10,4,RED
3006,2024-10-05,1,343,10,5,RED
14983,2024-02-02,23,934,2,4,BLUE
21998,2025-01-13,6,1020,7,6,RED
16926,2025-09-04,13,1153,1,5,BLUE
15895,2025-02-08,20,467,5,3,RED
16535,2025-02-21,17,900,10,6,RED
19678,2025-07-21,24,840,9,9,TIE
4583,2025-01-29,29,721,1,5,BLUE
6075,2025-08-13,14,300,9,4,RED
15594,2025-09-24,20,746,4,4,TIE
12565,2025-03-19,10,480,7,6,RED
7359,2025-04-12,28,749,5,0,RED
19151,2024-11-22,19,387,10,3,RED
11712,2023-08-31,26,844,8,5,RED
7392,2025-01-21,8,720,0,8,BLUE
23671,2024-01-22,15,1090,1,4,BLUE
12252,2023-02-05,6,1141,1,4,BLUE
18129,2025-01-12,29,552,10,7,RED
19049,2024-10-03,28,933,0,3,BLUE
14768,2024-05-01,7,461,0,9,BLUE
4075,2025-03-14,20,360,10,5,RED
11671,2023-05-15,11,1141,8,6,RED
5841,2024-10-16,9,840,0,4,BLUE
14322,2023-07-18,3,489,10,8,RED
6208,,7,547,2,0,RED
5427,2025-04-27,21,600,8,1,RED
901,2023-04-17,24,695,1,0,RED
11799,2024-07-21,9,1140,2,8,BLUE
6979,2023-03-22,29,445,7,1,RED
8246,2024-03-29,1,1146,4,6,BLUE
5407,2025-03-21,16,300,4,6,BLUE
136,2025-11-28,5,1107,5,10,BLUE
16223,2025-06-03,29,490,2,3,BLUE
16614,2025-03-27,6,1080,3,4,BLUE
16859,2024-12-04,8,830,10,5,RED
15382,2024-12-05,28,600,9,5,RED
8099,2024-01-13,17,1020,10,0,RED
21865,2024-01-07,29,480,5,6,BLUE
20458,2023-12-22,4,673,7,0,RED
7088,2025-05-25,24,480,4,10,BLUE
16429,2024-04-12,28,1088,9,8,RED
7030,2023-12-20,5,480,0,2,BLUE
12396,2024-09-17,2,319,5,6,BLUE
1529,2025-09-29,14,683,2,10,BLUE
1065,2024-09-28,25,1162,1,4,BLUE
15068,2025-06-08,12,1186,4,5,BLUE
21625,2024-12-25,7,789,8,8,TIE
20193,2023-12-14,25,307,10,0,RED
12338,2025-11-13,5,440,5,0,RED
13569,2023-08-27,25,1042,8,10,BLUE
12271,2023-03-19,7,1094,4,4,TIE
21024,2023-01-01,14,402,9,0,RED
14388,2023-02-16,16,1140,4,7,BLUE
2617,2025-12-19,17,1191,7,8,BLUE
24821,2023-08-02,19,933,0,5,BLUE
15147,2025-07-01,15,900,9,8,RED
4507,2023-07-25,26,619,7,6,RED
24638,2024-07-18,16,781,0,8,BLUE
9869,2024-06-05,21,583,5,5,TIE
13694,2025-01-05,25,497,4,9,BLUE
18354,2024-04-09,8,558,2,8,BLUE
19377,2024-08-07,11,1140,6,8,BLUE
12904,2025-07-12,14,369,6,8,BLUE
8539,2023-07-04,22,674,1,0,RED
11855,2024-02-01,10,720,7,0,RED
6039,2024-11-19,21,801,6,0,RED
7096,2025-03-14,13,937,4,8,BLUE
18827,2024-07-11,16,844,0,10,BLUE
6427,2024-03-08,1,1043,2,1,RED
19260,2023-09-07,21,1098,0,6,BLUE
20464,2025-12-12,27,340,2,0,RED
2371,2024-12-05,4,440,5,2,RED
17828,2025-11-09,16,480,10,2,RED
7776,2023-03-23,12,1045,9,4,RED
24394,2024-12-29,21,490,6,8,BLUE
22007,2025-03-03,5,526,4,5,BLUE
10902,2025-04-05,3,552,6,1,RED
1711,2024-07-12,27,480,7,8,BLUE
20222,2024-03-27,11,508,10,4,RED
24284,2024-09-10,22,1084,8,6,RED
9909,2023-07-15,9,841,5,1,RED
22237,2025-05-08,15,647,7,2,RED
24553,2023-03-23,18,354,7,3,RED
12723,2024-01-09,15,624,3,2,RED
21989,2025-07-04,23,420,0,10,BLUE
24301,2024-12-23,1,942,4,4,TIE
10579,2023-04-26,10,533,0,5,BLUE
23475,2023-01-24,9,1020,10,6,RED
20783,2023-06-24,5,776,3,6,BLUE
8056,2025-06-19,20,804,10,4,RED
23863,2023-09-25,10,1007,2,4,BLUE
15487,2023-03-03,17,788,0,10,BLUE
13268,2024-11-17,9,1020,7,3,RED
24785,2024-07-31,5,614,2,6,BLUE
5993,2025-12-13,9,951,0,3,BLUE
12867,2023-06-14,19,1014,5,10,BLUE
21999,2023-01-13,23,600,8,8,TIE
395,2024-03-03,16,720,10,4,RED
10542,2023-02-20,11,1019,10,0,RED
23072,2023-05-02,24,540,5,3,RED
9745,2024-06-27,14,360,5,7,BLUE
12115,2025-01-27,10,727,3,8,BLUE
8242,2023-10-27,17,987,1,1,TIE
16300,2023-07-19,26,1157,7,3,RED
5579,2024-01-01,27,818,2,7,BLUE
13421,2024-01-21,3,776,4,4,TIE
20102,2024-10-05,5,720,10,3,RED
